,Date (MM/DD/YYYY),Layer,Recipe,Wafer Type,Site,1,2,3,4,5,6,7,8,9,Max Etch Rate,Min Etch Rate,Etch Rate (A/Min),% Uni,STDEV,Result,Employee Code,Lot ID,M'MENT TOOL,Remarks,LSL,USL,LCL,UCL,% Uni USL,% Uni UCL
1101,2019-05-30,TEOS,ME-ER,ATZP91,Pre,5188.64,5069.5,5078.75,5045.02,5079.86,5235.52,5058.25,5093.04,5173.06,3957.8599999999997,3565.2400000000007,3847.3688888888896,5.218859246853012,131.74647058311373,Pass,1340,Q19220072.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1102,,,,ATZP91,Post,3312.4,3107.12,3101.7,3079.72,3200.28,3452.9,3096.36,3114.11,3243.89,,,,,,,,,,,,,,,,
1103,,,,ATZP91,"∆ /Time=ERÅ/Min
",3752.4800000000005,3924.76,3954.1000000000004,3930.6000000000013,3759.159999999999,3565.2400000000007,3923.7799999999997,3957.8599999999997,3858.340000000001,,,,,,,,,,,,,,,,
1110,2019-06-03,TEOS,ME-ER,ATZP91,Pre,3323.34,3116.73,3111.03,3089.44,3210.82,3464.36,3105.66,3123.52,3254.43,3981.92,3554.1800000000003,3855.6066666666666,5.675880097132466,143.13929299812227,Pass,1159,Q19230019.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1111,,,,ATZP91,Post,1453.13,1147.32,1125.21,1116.31,1327.81,1687.27,1135.52,1132.56,1323.97,,,,,,,,,,,,,,,,
1112,,,,ATZP91,"∆ /Time=ERÅ/Min
",3740.42,3938.82,3971.6400000000003,3946.26,3766.0200000000004,3554.1800000000003,3940.2799999999997,3981.92,3860.9199999999996,,,,,,,,,,,,,,,,
1119,2019-06-06,TEOS,ME-ER,ATZP91,Pre,5312.94,5154.37,5151.98,5117.24,5204.89,5407.39,5144.29,5146.91,5247.96,3903.499999999999,3481.6000000000004,3775.317777777778,5.7128542606057975,133.99972628495405,Pass,121,Q19230064.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1120,,,,ATZP91,Post,3460.87,3232.06,3200.23,3195.67,3366.66,3666.59,3227.13,3203.47,3346.36,,,,,,,,,,,,,,,,
1121,,,,ATZP91,"∆ /Time=ERÅ/Min
",3704.1399999999994,3844.62,3903.499999999999,3843.1399999999994,3676.460000000001,3481.6000000000004,3834.3199999999997,3886.88,3803.2,,,,,,,,,,,,,,,,
1128,2019-06-10,TEOS,ME-ER,ATZP91,Pre,3529.84,3269.7,3216.09,3224.24,3324.22,3324.22,3240.48,3227.47,3372.11,3923.42,3666.7,3821.92,3.3822917160730035,104.351789155722,Pass,1428,Q19240032.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1129,,,,ATZP91,Post,1659.57,1324.32,1254.38,1274.61,1490.87,1490.87,1312.35,1266.49,1456.27,,,,,,,,,,,,,,,,
1130,,,,ATZP91,"∆ /Time=ERÅ/Min
",3740.5400000000004,3890.7599999999998,3923.42,3899.2599999999998,3666.7,3666.7,3856.26,3921.9599999999996,3831.6800000000003,,,,,,,,,,,,,,,,
1137,2019-06-13,TEOS,ME-ER,ATZP91,Pre,7076.49,7054.86,7069.27,7044.18,6984.77,7030.58,7030.74,7041.0,7117.38,3894.720000000001,3602.4799999999996,3794.3844444444444,3.897988582404119,100.9980572970418,Pass,1428,Q19240095.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1138,,,,ATZP91,Post,5243.76,5119.81,5121.91,5108.24,5100.68,5229.34,5097.09,5142.78,5210.93,,,,,,,,,,,,,,,,
1139,,,,ATZP91,"∆ /Time=ERÅ/Min
",3665.459999999999,3870.0999999999985,3894.720000000001,3871.880000000001,3768.1800000000003,3602.4799999999996,3867.2999999999993,3796.4400000000005,3812.8999999999996,,,,,,,,,,,,,,,,
1146,2019-06-17,TEOS,ME-ER,ATZP91,Pre,5250.68,5126.7,5128.78,5115.17,5107.46,5236.54,5104.17,5149.7,5218.08,3967.2599999999993,3661.5599999999995,3867.0755555555547,4.007172799987415,106.4713819661741,Pass,1335,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1147,,,,ATZP91,Post,3381.85,3160.64,3150.01,3150.49,3196.5,3405.76,3141.85,3166.07,3282.27,,,,,,,,,,,,,,,,
1148,,,,ATZP91,"∆ /Time=ERÅ/Min
",3737.6600000000008,3932.12,3957.539999999999,3929.3600000000006,3821.92,3661.5599999999995,3924.6400000000003,3967.2599999999993,3871.62,,,,,,,,,,,,,,,,
1155,2019-06-20,TEOS,ME-ER,ATZP91,Pre,3387.45,3166.52,3155.74,3156.14,3201.41,3410.95,3147.58,3171.71,3287.45,3940.28,3664.2799999999997,3855.8222222222216,3.6294013065844766,92.18631375888174,Pass,1159,Q19250108.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1156,,,,ATZP91,Post,1515.07,1216.13,1195.49,1207.06,1281.68,1578.81,1203.5,1201.57,1334.44,,,,,,,,,,,,,,,,
1157,,,,ATZP91,"∆ /Time=ERÅ/Min
",3744.7599999999998,3900.7799999999997,3920.4999999999995,3898.16,3839.4599999999996,3664.2799999999997,3888.16,3940.28,3906.0199999999995,,,,,,,,,,,,,,,,
1164,2019-06-26,TEOS,ME-ER,ATZP91,Pre,6978.99,6961.94,6961.8,6936.6,6876.21,6949.67,6932.52,6976.34,6992.81,4069.220000000001,3767.1399999999994,3962.6666666666665,3.8548509767290136,103.13736956119091,Pass,1340,Q19260071.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1165,,,,ATZP91,Post,5064.46,4953.38,4940.47,4928.1,4917.95,5066.1,4929.54,4941.73,4993.15,,,,,,,,,,,,,,,,
1166,,,,ATZP91,"∆ /Time=ERÅ/Min
",3829.0599999999995,4017.119999999999,4042.66,4017.0,3916.5200000000004,3767.1399999999994,4005.960000000001,4069.220000000001,3999.3200000000015,,,,,,,,,,,,,,,,
1173,2019-06-28,TEOS,ME-ER,ATZP91,Pre,5071.49,4960.35,4947.32,4935.18,4924.8,5072.54,4936.45,4948.29,4999.74,3912.58,3539.9399999999996,3774.006666666666,5.000187855919881,133.6795406934041,Pass,1159,,,"CH RF PM, POLYMER FLAKES DROPPED ON WF",3650.0,4450.0,3700.0,4100.0,7.0,6.5
1174,,,,ATZP91,Post,3270.69,3031.89,2999.77,3003.27,3070.12,3302.57,3015.49,2992.0,3127.33,,,,,,,,,,,,,,,,
1175,,,,ATZP91,"∆ /Time=ERÅ/Min
",3601.5999999999995,3856.920000000001,3895.0999999999995,3863.8200000000006,3709.3600000000006,3539.9399999999996,3841.92,3912.58,3744.8199999999997,,,,,,,,,,,,,,,,
1182,2019-07-01,TEOS,ME-ER,ATZP91,Pre,6909.26,6880.72,6908.91,6873.92,6942.44,6888.27,6874.11,6902.72,6985.49,3917.880000000001,3569.9400000000005,3790.4622222222224,4.646746316017217,124.45241156538656,Pass,1428,Q19270050.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1183,,,,ATZP91,Post,5092.42,4948.93,4952.94,4938.75,5076.89,5103.3,4948.25,4943.78,5103.5,,,,,,,,,,,,,,,,
1184,,,,ATZP91,"∆ /Time=ERÅ/Min
",3633.6800000000003,3863.58,3911.9400000000005,3870.34,3731.0999999999985,3569.9400000000005,3851.7199999999993,3917.880000000001,3763.9799999999996,,,,,,,,,,,,,,,,
1191,2019-07-04,TEOS,ME-ER,ATZP91,Pre,5092.42,4948.93,4952.94,4938.75,5076.89,5103.3,4948.25,4943.78,5103.5,4055.12,3697.58,3922.1422222222222,4.611812658815638,123.46507864349911,Pass,1335/1428,Q19270050.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1192,,,,ATZP91,Post,3206.78,2950.65,2935.56,2939.84,3148.58,3254.51,2960.81,2916.22,3146.17,,,,,,,,,,,,,,,,
1193,,,,ATZP91,"∆ /Time=ERÅ/Min
",3771.2799999999997,3996.5600000000004,4034.7599999999993,3997.8199999999997,3856.620000000001,3697.58,3974.88,4055.12,3914.66,,,,,,,,,,,,,,,,
1200,2019-07-08,TEOS,ME-ER,ATZP91,Pre,3211.14,2953.96,2939.01,2943.29,3152.84,3261.15,2964.27,2919.39,3150.31,4045.16,3711.34,3914.9422222222224,4.303745245922771,113.25673332938274,Pass,1335,Q19280063.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1201,,,,ATZP91,Post,1321.54,970.1,926.29,948.27,1222.63,1405.48,985.26,896.81,1201.74,,,,,,,,,,,,,,,,
1202,,,,ATZP91,"∆ /Time=ERÅ/Min
",3779.2,3967.7200000000003,4025.4400000000005,3990.04,3860.42,3711.34,3958.02,4045.16,3897.14,,,,,,,,,,,,,,,,
1209,2019-07-11,TEOS,ME-ER,ATZP91,Pre,3536.34,3521.89,3535.45,3506.49,3418.55,3431.84,3483.26,3564.07,3576.56,4088.6400000000003,3703.3,3945.0644444444447,4.945366622432926,141.97330445465562,Pass,64,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1210,,,,ATZP91,Post,1655.46,1507.18,1492.69,1485.56,1480.79,1580.19,1473.57,1519.75,1626.47,,,,,,,,,,,,,,,,
1211,,,,ATZP91,"∆ /Time=ERÅ/Min
",3761.76,4029.4199999999996,4085.5199999999995,4041.8599999999997,3875.5200000000004,3703.3,4019.3800000000006,4088.6400000000003,3900.18,,,,,,,,,,,,,,,,
1218,2019-07-14,TEOS,ME-ER,ATZP91,Pre,5372.86,5370.24,5389.89,5367.28,5305.07,5336.96,5348.25,5417.75,5437.3,4038.7,3660.42,3891.684444444445,4.913288791446292,133.83069146415588,Pass,74,Q19290003.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1219,,,,ATZP91,Post,3516.95,3390.85,3379.41,3377.43,3388.18,3506.75,3374.24,3398.4,3500.81,,,,,,,,,,,,,,,,
1220,,,,ATZP91,"∆ /Time=ERÅ/Min
",3711.8199999999997,3958.7799999999997,4020.960000000001,3979.7,3833.7799999999997,3660.42,3948.0200000000004,4038.7,3872.9800000000005,,,,,,,,,,,,,,,,
1227,2019-07-17,TEOS,ME-ER,ATZP91,Pre,3523.46,3397.25,3385.14,3383.11,3393.26,3512.1,3380.03,3403.95,3506.37,4007.1199999999994,3645.2,3875.591111111111,4.729546072302251,131.54549445386067,Pass,1335,Q19290071.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1228,,,,ATZP91,Post,1669.8,1423.25,1381.65,1399.96,1483.37,1689.5,1408.94,1400.39,1587.65,,,,,,,,,,,,,,,,
1229,,,,ATZP91,"∆ /Time=ERÅ/Min
",3707.32,3948.0,4006.9799999999996,3966.3,3819.7800000000007,3645.2,3942.1800000000003,4007.1199999999994,3837.4399999999996,,,,,,,,,,,,,,,,
1236,2019-07-22,TEOS,ME-ER,ATZP91,Pre,6926.41,6899.15,6924.08,6887.18,6949.14,6895.9,6887.13,6920.25,6997.53,4023.3199999999997,3675.7599999999984,3891.737777777778,4.514305605345072,127.34572134329215,Pass,1340,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1237,,,,ATZP91,Post,5066.33,4918.29,4914.98,4898.59,5030.83,5058.02,4909.77,4908.59,5068.55,,,,,,,,,,,,,,,,
1238,,,,ATZP91,"∆ /Time=ERÅ/Min
",3720.16,3961.7199999999993,4018.2000000000007,3977.1800000000003,3836.620000000001,3675.7599999999984,3954.7199999999993,4023.3199999999997,3857.959999999999,,,,,,,,,,,,,,,,
1245,2019-07-25,TEOS,ME-ER,ATZP91,Pre,5066.33,4918.29,4914.98,4898.59,5030.83,5058.02,4909.77,4908.59,5068.55,4060.7200000000003,3699.6600000000008,3924.6911111111112,4.652607217687786,127.26639112943869,Pass,1340,Q19300075.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1246,,,,ATZP91,Post,3186.83,2920.33,2891.37,2896.66,3097.76,3208.19,2920.09,2878.23,3113.38,,,,,,,,,,,,,,,,
1247,,,,ATZP91,"∆ /Time=ERÅ/Min
",3759.0,3995.92,4047.2199999999993,4003.8600000000006,3866.1399999999994,3699.6600000000008,3979.3600000000006,4060.7200000000003,3910.34,,,,,,,,,,,,,,,,
1254,2019-07-29,TEOS,ME-ER,ATZP91,Pre,3196.81,2930.24,2901.19,2906.34,3107.01,3216.35,2929.47,2887.99,3123.23,4031.3399999999992,3735.8199999999997,3915.006666666666,3.804736866499461,107.67743356896258,Pass,1159,Q19310016.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1255,,,,ATZP91,Post,1308.32,947.86,886.19,911.41,1175.9,1348.44,946.44,872.32,1184.22,,,,,,,,,,,,,,,,
1256,,,,ATZP91,"∆ /Time=ERÅ/Min
",3776.98,3964.7599999999993,4030.0,3989.8600000000006,3862.2200000000003,3735.8199999999997,3966.0599999999995,4031.3399999999992,3878.02,,,,,,,,,,,,,,,,
1263,2019-08-01,TEOS,ME-ER,ATZP91,Pre,6975.31,6959.95,6964.8,6938.58,6882.88,6952.01,6934.62,6981.91,6993.93,4050.279999999999,3664.26,3902.500000000001,5.003798022954041,138.70416792581628,Pass,1159,Q19310109.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1264,,,,ATZP91,Post,5115.69,4968.14,4947.01,4943.97,4966.42,5119.88,4949.92,4956.77,5054.94,,,,,,,,,,,,,,,,
1265,,,,ATZP91,"∆ /Time=ERÅ/Min
",3719.2400000000016,3983.619999999999,4035.58,3989.2199999999993,3832.92,3664.26,3969.3999999999996,4050.279999999999,3877.9800000000014,,,,,,,,,,,,,,,,
1272,2019-08-04,TEOS,ME-ER,ATZP91,Pre,5119.71,4973.37,4952.97,4949.69,4971.68,5124.18,4955.45,4962.3,5059.26,4069.38,3691.080000000001,3921.502222222223,4.874711035170585,138.4835435871028,Pass,1335,Q19320006.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1273,,,,ATZP91,Post,3258.46,2981.51,2924.97,2940.44,3038.08,3278.64,2962.8,2927.61,3109.34,,,,,,,,,,,,,,,,
1274,,,,ATZP91,"∆ /Time=ERÅ/Min
",3722.5,3983.7199999999993,4056.000000000001,4018.499999999999,3867.2000000000007,3691.080000000001,3985.2999999999993,4069.38,3899.84,,,,,,,,,,,,,,,,
1281,2019-08-08,TEOS,ME-ER,ATZP91,Pre,3268.86,2990.66,2933.67,2948.73,3045.75,3288.95,2971.66,2936.14,3118.4,4017.22,3687.2599999999998,3885.582222222222,4.282703050692585,122.16689545226262,Pass,74,Q19320083.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1282,,,,ATZP91,Post,1406.06,1015.57,927.17,964.44,1137.6,1445.32,999.07,927.53,1194.94,,,,,,,,,,,,,,,,
1283,,,,ATZP91,"∆ /Time=ERÅ/Min
",3725.6000000000004,3950.1799999999994,4013.0,3968.58,3816.3,3687.2599999999998,3945.1799999999994,4017.22,3846.92,,,,,,,,,,,,,,,,
1290,2019-08-13,TEOS,ME-ER,ATZP91,Pre,6981.67,6964.32,6968.39,6940.9,6883.55,6940.14,6934.84,6991.78,7013.75,3966.119999999999,3583.74,3819.773333333333,5.064729677106586,139.5661993464081,Pass,1335,Q19330011.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1291,,,,ATZP91,Post,5170.35,5021.94,4991.52,4982.2,4999.08,5148.27,4990.42,5008.72,5117.86,,,,,,,,,,,,,,,,
1292,,,,ATZP91,"∆ /Time=ERÅ/Min
",3622.6399999999994,3884.76,3953.74,3917.3999999999996,3768.9400000000005,3583.74,3888.84,3966.119999999999,3791.7800000000007,,,,,,,,,,,,,,,,
1299,2019-08-16,TEOS,ME-ER,ATZP91,Pre,5175.14,5026.96,4996.65,4987.37,5003.77,5152.2,4995.11,5013.27,5121.83,3989.920000000001,3608.92,3841.795555555556,5.013923177748194,134.4490809852545,Pass,1159,Q19330069.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1300,,,,ATZP91,Post,3341.12,3068.53,3011.95,3023.82,3118.64,3347.74,3044.16,3018.31,3209.95,,,,,,,,,,,,,,,,
1301,,,,ATZP91,"∆ /Time=ERÅ/Min
",3668.040000000001,3916.8599999999997,3969.3999999999996,3927.0999999999995,3770.260000000001,3608.92,3901.8999999999996,3989.920000000001,3823.76,,,,,,,,,,,,,,,,
1308,2019-08-19,TEOS,ME-ER,ATZP91,Pre,7048.77,7032.57,7042.38,7017.93,6957.41,7013.06,7007.08,7066.65,7084.87,4010.66,3612.6400000000012,3854.026666666667,5.221098474413949,151.66395089142372,Pass,1340,Q193400056.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1309,,,,ATZP91,Post,5229.37,5069.33,5039.22,5034.36,5065.36,5206.74,5039.94,5061.32,5181.96,,,,,,,,,,,,,,,,
1310,,,,ATZP91,"∆ /Time=ERÅ/Min
",3638.800000000001,3926.4799999999996,4006.3199999999997,3967.1400000000012,3784.1000000000004,3612.6400000000012,3934.2800000000007,4010.66,3805.8199999999997,,,,,,,,,,,,,,,,
1317,2019-08-22,TEOS,ME-ER,ATZP91,Pre,5235.29,5075.0,5044.65,5039.36,5069.62,5212.49,5045.49,5066.5,5187.89,4118.76,3709.08,3961.1599999999994,5.233627667402505,151.00329830835165,Pass,1340/121,Q19340092.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1318,,,,ATZP91,Post,3355.28,3055.41,2989.95,3005.14,3126.38,3357.95,3024.59,3007.12,3229.25,,,,,,,,,,,,,,,,
1319,,,,ATZP91,"∆ /Time=ERÅ/Min
",3760.0199999999995,4039.1800000000003,4109.4,4068.4399999999996,3886.4799999999996,3709.08,4041.7999999999993,4118.76,3917.2800000000007,,,,,,,,,,,,,,,,
1326,2019-08-26,TEOS,ME-ER,ATZP91,Pre,3355.28,3055.41,2989.95,3005.14,3126.38,3357.95,3024.59,3007.12,3229.25,4055.8199999999997,3663.18,3901.031111111111,5.086669257675863,142.42141977636058,Pass,121,Q19350020.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1327,,,,ATZP91,Post,1498.01,1070.23,967.4,1007.55,1219.23,1526.36,1040.03,979.21,1288.41,,,,,,,,,,,,,,,,
1328,,,,ATZP91,"∆ /Time=ERÅ/Min
",3714.5400000000004,3970.3599999999997,4045.0999999999995,3995.18,3814.3,3663.18,3969.1200000000003,4055.8199999999997,3881.68,,,,,,,,,,,,,,,,
1335,2019-08-29,TEOS,ME-ER,ATZP91,Pre,6952.45,6946.87,6962.61,6932.67,6848.04,6907.93,6916.56,6986.67,6984.62,4017.2000000000007,3641.880000000001,3874.531111111112,4.900327454472333,137.71342131800213,Pass,121,Q19350094.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1336,,,,ATZP91,Post,5105.32,4968.33,4957.57,4950.48,4947.88,5086.99,4944.41,4978.07,5063.98,,,,,,,,,,,,,,,,
1337,,,,ATZP91,"∆ /Time=ERÅ/Min
",3694.26,3957.08,4010.08,3964.380000000001,3800.3199999999997,3641.880000000001,3944.300000000001,4017.2000000000007,3841.2800000000007,,,,,,,,,,,,,,,,
1344,2019-09-01,TEOS,ME-ER,ATZP91,Pre,5111.36,4974.5,4964.17,4956.95,4954.21,5093.07,4950.97,4984.3,5070.04,4027.620000000001,3660.459999999999,3888.8933333333334,4.775704727318156,135.683026941471,Pass,121,Q19360005.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1345,,,,ATZP91,Post,3258.51,2993.74,2952.28,2965.68,3038.32,3262.84,2971.08,2970.49,3146.61,,,,,,,,,,,,,,,,
1346,,,,ATZP91,"∆ /Time=ERÅ/Min
",3705.699999999999,3961.5200000000004,4023.7799999999997,3982.54,3831.7799999999997,3660.459999999999,3959.7800000000007,4027.620000000001,3846.8599999999997,,,,,,,,,,,,,,,,
1353,2019-09-02,TEOS,ME-ER,ATZP91,Pre,3264.32,2997.38,2955.49,2968.86,3041.63,3267.56,2974.39,2973.94,3151.86,4016.0600000000004,3658.44,3869.4755555555553,4.659847547071475,127.83734383105586,Pass,1335,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1354,,,,ATZP91,Post,1415.62,1034.43,956.34,991.61,1140.47,1438.34,1011.84,965.91,1228.23,,,,,,,,,,,,,,,,
1355,,,,ATZP91,"∆ /Time=ERÅ/Min
",3697.4000000000005,3925.9,3998.2999999999993,3954.5,3802.32,3658.44,3925.0999999999995,4016.0600000000004,3847.26,,,,,,,,,,,,,,,,
1362,2019-09-05,TEOS,ME-ER,ATZP91,Pre,6980.18,6964.05,6969.15,6941.75,6882.37,6882.37,6940.13,6983.44,6999.98,4080.4399999999987,3574.2800000000007,3926.013333333333,6.612390786338339,165.90702426360673,Pass,1428,Q19360115.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1363,,,,ATZP91,Post,5098.5,4960.03,4934.46,4928.45,4942.36,5095.23,4936.31,4943.22,5037.8,,,,,,,,,,,,,,,,
1364,,,,ATZP91,"∆ /Time=ERÅ/Min
",3763.3600000000006,4008.040000000001,4069.379999999999,4026.6000000000004,3880.0200000000004,3574.2800000000007,4007.6399999999994,4080.4399999999987,3924.3599999999988,,,,,,,,,,,,,,,,
1371,2019-09-08,TEOS,ME-ER,ATZP91,Pre,5103.48,4964.64,4938.99,4933.02,4945.65,5100.23,4940.87,4947.81,5043.25,4067.340000000001,3691.0999999999995,3921.2999999999997,4.849428493356933,134.76709576155258,Pass,64,Q19370005.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1372,,,,ATZP91,Post,3237.47,2973.05,2914.68,2926.03,3010.27,3254.68,2950.07,2914.14,3091.7,,,,,,,,,,,,,,,,
1373,,,,ATZP91,"∆ /Time=ERÅ/Min
",3732.0199999999995,3983.1800000000003,4048.62,4013.9800000000005,3870.7599999999993,3691.0999999999995,3981.5999999999995,4067.340000000001,3903.1000000000004,,,,,,,,,,,,,,,,
1380,2019-09-11,TEOS,ME-ER,ATZP91,Pre,3248.94,2982.14,2923.34,2934.73,3019.22,3267.47,2959.14,2922.89,3101.26,4086.9399999999996,3684.9399999999996,3938.153333333333,5.172493656618476,143.49287682670038,Pass,1159/64,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1381,,,,ATZP91,Post,1372.8,969.14,887.05,922.16,1089.21,1425.0,956.87,879.42,1135.79,,,,,,,,,,,,,,,,
1382,,,,ATZP91,"∆ /Time=ERÅ/Min
",3752.28,4026.0,4072.5800000000004,4025.1400000000003,3860.0199999999995,3684.9399999999996,4004.54,4086.9399999999996,3930.9400000000005,,,,,,,,,,,,,,,,
1389,2019-09-12,TEOS,ME-ER,ATZP91,Pre,6981.14,7022.57,7021.64,7003.2,6907.05,6939.84,6999.84,7035.58,7043.64,3877.42,3546.460000000001,3742.051111111112,4.458046196867394,127.59618846621916,Pass,74,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1390,,,,ATZP91,Post,5201.38,5122.8,5084.02,5084.03,5069.79,5166.61,5097.49,5096.87,5192.28,,,,,,,,,,,,,,,,
1391,,,,ATZP91,"∆ /Time=ERÅ/Min
",3559.5200000000004,3799.539999999999,3875.24,3838.34,3674.5200000000004,3546.460000000001,3804.7000000000007,3877.42,3702.720000000001,,,,,,,,,,,,,,,,
1398,2019-09-16,TEOS,ME-ER,ATZP91,Pre,5205.9,5127.48,5088.34,5088.14,5074.07,5170.57,5101.56,5101.18,5196.96,3736.500000000001,3514.1799999999994,3654.837777777778,3.066195170659876,82.8584397900678,Pass,1340,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1399,,,,ATZP91,Post,3436.77,3278.8,3221.9,3231.17,3264.45,3413.48,3251.58,3232.93,3376.35,,,,,,,,,,,,,,,,
1400,,,,ATZP91,"∆ /Time=ERÅ/Min
",3538.2599999999993,3697.3599999999988,3732.88,3713.9400000000005,3619.24,3514.1799999999994,3699.960000000001,3736.500000000001,3641.2200000000003,,,,,,,,,,,,,,,,
1407,2019-09-17,TEOS,ME-ER,ATZP91,Pre,7020.05,6996.06,7026.69,6988.86,7041.09,6986.0,6985.55,7021.36,7085.43,3157.7199999999993,1977.0,2402.102222222222,22.99482737130748,424.1901517532498,Fail,1159,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1408,,,,ATZP91,Post,5613.14,5940.71,6038.19,5922.58,5658.46,5407.14,5894.35,6027.92,5839.14,,,,,,,,,,,,,,,,
1409,,,,ATZP91,"∆ /Time=ERÅ/Min
",2813.8199999999997,2110.7000000000007,1977.0,2132.5599999999995,2765.26,3157.7199999999993,2182.3999999999996,1986.8799999999992,2492.58,,,,,,,,,,,,,,,,
1416,2019-09-18,TEOS,ME-ER,ATZP91,Pre,7116.24,7118.49,7132.0,7108.04,7032.69,7087.29,7097.91,7151.69,7154.26,3830.6799999999985,3569.84,3748.74,3.5246171890623685,97.5829103890821,Pass,64,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1417,,,,ATZP91,Post,5331.32,5227.8,5216.87,5193.98,5155.83,5281.92,5192.88,5236.35,5292.33,,,,,,,,,,,,,,,,
1418,,,,ATZP91,"∆ /Time=ERÅ/Min
",3569.84,3781.379999999999,3830.26,3828.120000000001,3753.7199999999993,3610.74,3810.0599999999995,3830.6799999999985,3723.8600000000006,,,,,,,,,,,,,,,,
1419,2019-09-18,TEOS,ME-ER,ATZP91,Pre,5326.93,5224.46,5223.11,5183.45,5169.52,5304.63,5200.42,5241.1,5305.24,3696.9800000000005,3405.96,3600.9488888888886,4.097176662058252,100.33714571938191,Fail,1159,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1420,,,,ATZP91,Post,3573.85,3392.52,3378.51,3349.62,3405.9,3601.65,3374.08,3392.61,3505.85,,,,,,,,,,,,,,,,
1421,,,,ATZP91,"∆ /Time=ERÅ/Min
",3506.1600000000008,3663.88,3689.199999999999,3667.66,3527.2400000000007,3405.96,3652.6800000000003,3696.9800000000005,3598.7799999999997,,,,,,,,,,,,,,,,
1428,2019-09-20,TEOS,ME-ER,ATZP91,Pre,3596.98,3401.94,3373.4,3361.13,3381.27,3568.83,3369.06,3390.55,3498.19,3767.0000000000005,3473.8999999999996,3673.5688888888885,4.047839356986022,107.16223780379434,Pass,121,Q19380113.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1429,,,,ATZP91,Post,1837.83,1536.27,1494.11,1487.8,1547.36,1831.88,1504.0,1507.05,1663.99,,,,,,,,,,,,,,,,
1430,,,,ATZP91,"∆ /Time=ERÅ/Min
",3518.3,3731.34,3758.5800000000004,3746.6600000000003,3667.82,3473.8999999999996,3730.12,3767.0000000000005,3668.4,,,,,,,,,,,,,,,,
1437,2019-09-23,TEOS,ME-ER,ATZP91,Pre,3676.68,3649.82,3661.37,3654.39,3657.44,3667.78,3643.51,3675.75,3711.71,3848.74,3567.9200000000005,3755.968888888889,3.7863404821037943,97.65828797962362,Pass,1428,Q19390034.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1438,,,,ATZP91,Post,1863.06,1741.98,1744.23,1746.25,1788.85,1883.82,1742.79,1751.38,1834.23,,,,,,,,,,,,,,,,
1439,,,,ATZP91,"∆ /Time=ERÅ/Min
",3627.24,3815.6800000000003,3834.2799999999997,3816.2799999999997,3737.1800000000003,3567.9200000000005,3801.4400000000005,3848.74,3754.96,,,,,,,,,,,,,,,,
1446,2019-09-27,TEOS,ME-ER,ATZP91,Pre,3289.66,3048.24,3015.9,3020.36,3088.81,3323.95,3032.09,3008.38,3144.57,3936.2000000000003,3618.8799999999997,3830.948888888889,4.200087887884716,108.91297402564655,Pass,1428,Q19390112.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
